set N0 := HKGA-sky BKKT-sky LOND-sky SINS-sky PARI-sky DXBA-sky NYCA-sky KULM-sky ISTA-sky ;
set N := HKGA-sky BKKT-sky LOND-sky SINS-sky PARI-sky DXBA-sky KULM-sky ISTA-sky ;
set T := 2021-01-01 2021-01-02 2021-01-03 2021-01-04 2021-01-05 2021-01-06 2021-01-07 2021-01-08 2021-01-09 2021-01-10 2021-01-11 2021-01-12 2021-01-13 2021-01-14 2021-01-15 2021-01-16 2021-01-17 2021-01-18 2021-01-19 2021-01-20 2021-01-21 2021-01-22 2021-01-23 2021-01-24 2021-01-25 ;
param c :=
ISTA-sky SINS-sky 2021-01-19 2147483647
ISTA-sky SINS-sky 2021-01-20 357
ISTA-sky SINS-sky 2021-01-21 364
ISTA-sky SINS-sky 2021-01-22 363
ISTA-sky SINS-sky 2021-01-23 362
ISTA-sky SINS-sky 2021-01-24 2147483647
ISTA-sky SINS-sky 2021-01-25 2147483647
ISTA-sky PARI-sky 2021-01-01 84
ISTA-sky PARI-sky 2021-01-02 138
ISTA-sky PARI-sky 2021-01-03 107
ISTA-sky PARI-sky 2021-01-04 117
ISTA-sky PARI-sky 2021-01-05 116
ISTA-sky PARI-sky 2021-01-06 104
ISTA-sky PARI-sky 2021-01-07 80
ISTA-sky PARI-sky 2021-01-08 63
ISTA-sky PARI-sky 2021-01-09 65
ISTA-sky PARI-sky 2021-01-10 74
ISTA-sky PARI-sky 2021-01-11 71
ISTA-sky PARI-sky 2021-01-12 61
ISTA-sky PARI-sky 2021-01-13 49
ISTA-sky PARI-sky 2021-01-14 62
ISTA-sky PARI-sky 2021-01-15 57
ISTA-sky PARI-sky 2021-01-16 49
ISTA-sky PARI-sky 2021-01-17 67
ISTA-sky PARI-sky 2021-01-18 2147483647
ISTA-sky PARI-sky 2021-01-19 40
ISTA-sky PARI-sky 2021-01-20 40
ISTA-sky PARI-sky 2021-01-21 40
ISTA-sky PARI-sky 2021-01-22 57
ISTA-sky PARI-sky 2021-01-23 40
ISTA-sky PARI-sky 2021-01-24 63
ISTA-sky PARI-sky 2021-01-25 49
ISTA-sky DXBA-sky 2021-01-01 162
ISTA-sky DXBA-sky 2021-01-02 168
ISTA-sky DXBA-sky 2021-01-03 184
ISTA-sky DXBA-sky 2021-01-04 126
ISTA-sky DXBA-sky 2021-01-05 140
ISTA-sky DXBA-sky 2021-01-06 117
ISTA-sky DXBA-sky 2021-01-07 165
ISTA-sky DXBA-sky 2021-01-08 125
ISTA-sky DXBA-sky 2021-01-09 145
ISTA-sky DXBA-sky 2021-01-10 167
ISTA-sky DXBA-sky 2021-01-11 158
ISTA-sky DXBA-sky 2021-01-12 148
ISTA-sky DXBA-sky 2021-01-13 148
ISTA-sky DXBA-sky 2021-01-14 154
ISTA-sky DXBA-sky 2021-01-15 145
ISTA-sky DXBA-sky 2021-01-16 181
ISTA-sky DXBA-sky 2021-01-17 175
ISTA-sky DXBA-sky 2021-01-18 138
ISTA-sky DXBA-sky 2021-01-19 145
ISTA-sky DXBA-sky 2021-01-20 142
ISTA-sky DXBA-sky 2021-01-21 162
ISTA-sky DXBA-sky 2021-01-22 183
ISTA-sky DXBA-sky 2021-01-23 2147483647
ISTA-sky DXBA-sky 2021-01-24 163
ISTA-sky DXBA-sky 2021-01-25 114
ISTA-sky NYCA-sky 2021-01-01 238
ISTA-sky NYCA-sky 2021-01-02 307
ISTA-sky NYCA-sky 2021-01-03 231
ISTA-sky NYCA-sky 2021-01-04 291
ISTA-sky NYCA-sky 2021-01-05 306
ISTA-sky NYCA-sky 2021-01-06 306
ISTA-sky NYCA-sky 2021-01-07 258
ISTA-sky NYCA-sky 2021-01-08 255
ISTA-sky NYCA-sky 2021-01-09 307
ISTA-sky NYCA-sky 2021-01-10 256
ISTA-sky NYCA-sky 2021-01-11 280
ISTA-sky NYCA-sky 2021-01-12 251
ISTA-sky NYCA-sky 2021-01-13 256
ISTA-sky NYCA-sky 2021-01-14 244
ISTA-sky NYCA-sky 2021-01-15 231
ISTA-sky NYCA-sky 2021-01-16 255
ISTA-sky NYCA-sky 2021-01-17 231
ISTA-sky NYCA-sky 2021-01-18 264
ISTA-sky NYCA-sky 2021-01-19 261
ISTA-sky NYCA-sky 2021-01-20 263
ISTA-sky NYCA-sky 2021-01-21 218
ISTA-sky NYCA-sky 2021-01-22 243
ISTA-sky NYCA-sky 2021-01-23 256
ISTA-sky NYCA-sky 2021-01-24 231
ISTA-sky NYCA-sky 2021-01-25 256
ISTA-sky KULM-sky 2021-01-01 412
ISTA-sky KULM-sky 2021-01-02 437
ISTA-sky KULM-sky 2021-01-03 360
ISTA-sky KULM-sky 2021-01-04 442
ISTA-sky KULM-sky 2021-01-05 2147483647
ISTA-sky KULM-sky 2021-01-06 2147483647
ISTA-sky KULM-sky 2021-01-07 2147483647
ISTA-sky KULM-sky 2021-01-08 419
ISTA-sky KULM-sky 2021-01-09 2147483647
ISTA-sky KULM-sky 2021-01-10 2147483647
ISTA-sky KULM-sky 2021-01-11 2147483647
ISTA-sky KULM-sky 2021-01-12 397
ISTA-sky KULM-sky 2021-01-13 651
ISTA-sky KULM-sky 2021-01-14 2147483647
ISTA-sky KULM-sky 2021-01-15 2147483647
ISTA-sky KULM-sky 2021-01-16 2147483647
ISTA-sky KULM-sky 2021-01-17 350
ISTA-sky KULM-sky 2021-01-18 340
ISTA-sky KULM-sky 2021-01-19 342
ISTA-sky KULM-sky 2021-01-20 2147483647
ISTA-sky KULM-sky 2021-01-21 359
ISTA-sky KULM-sky 2021-01-22 2147483647
ISTA-sky KULM-sky 2021-01-23 2147483647
ISTA-sky KULM-sky 2021-01-24 2147483647
ISTA-sky KULM-sky 2021-01-25 2147483647
;
param sMin :=
HKGA-sky 2
BKKT-sky 2
LOND-sky 2
SINS-sky 2
PARI-sky 2
DXBA-sky 2
KULM-sky 2
ISTA-sky 2
;
param sMax :=
HKGA-sky 3
BKKT-sky 3
LOND-sky 3
SINS-sky 3
PARI-sky 3
DXBA-sky 3
KULM-sky 3
ISTA-sky 3
;
